% Model,3D-1.2.mph,,
% Version,COMSOL 6.3.0.420,,
% Date,10/4/2025 0:00,,
% Dimension,3,,
% Nodes,68921,,
% Expressions,1,,
% Description,Electric potential,,
% Length unit,µm,,
% x,y,z,V (V) @ 1: Vrf1=1 V; Vrf2=1 V; Vdc1=0 V; Vdc2=0 V; Vdc3=0 V
4.5,-3,-10,0.36788137113284347
5,-3,-10,0.3680624264524867
5.5,-3,-10,0.3682536816552962
6,-3,-10,0.3684551367412721
6.5,-3,-10,0.3686667917104144
7,-3,-10,0.3688886465627231
7.499999999999999,-3,-10,0.36912070129819813
8,-3,-10,0.3693629559168396
8.5,-3,-10,0.36961541041864737
9,-3,-10,0.36987806480362156
9.499999999999998,-3,-10,0.3701509190717621
10,-3,-10,0.37043397322306915
-10,-2.5,-10,0.36998175852223125
-9.5,-2.5,-10,0.3696539927545305
-9,-2.5,-10,0.3693364977533223
-8.5,-2.5,-10,0.3690292735186068
-8,-2.5,-10,0.36873232005038364
-7.5,-2.5,-10,0.3684456373486533
-7,-2.5,-10,0.3681692254134156
-6.5,-2.5,-10,0.3679030842446703
-6,-2.5,-10,0.3676472138424177
-5.5,-2.5,-10,0.3674016142066577
-5,-2.5,-10,0.3672000905601719
-4.5,-2.5,-10,0.3670547114157828
-4,-2.5,-10,0.36693144445073234
-3.5,-2.5,-10,0.36683028966502057
-3,-2.5,-10,0.3667512470586476
-2.5,-2.5,-10,0.3666943166316131
-2,-2.5,-10,0.3666594983839173
-1.5,-2.5,-10,0.36664679231556024
-1,-2.5,-10,0.36665619842654185
-0.5,-2.5,-10,0.366687716716862
0,-2.5,-10,0.366741347186521
0.5,-2.5,-10,0.3668196157317153
1,-2.5,-10,0.3669158146481334
1.5,-2.5,-10,0.36702221344771785
2,-2.5,-10,0.36713881213046884
2.5,-2.5,-10,0.3672656106963862
3,-2.5,-10,0.36740260914546974
3.5,-2.5,-10,0.36754980747771987
4,-2.5,-10,0.3677072056931362
4.5,-2.5,-10,0.3678748037917189
5,-2.5,-10,0.36805260177346827
