% Model,Untitled.mph,,
% Version,COMSOL 6.3.0.420,,
% Date,10/7/2025 0:00,,
% Dimension,3,,
% Nodes,68921,,
% Expressions,1,,
% Description,Electric potential,,
% Length unit,µm,,
% x,y,z,V (V) @ 1: Vrf1=1 V; Vrf2=1 V; Vdc1=0 V; Vdc2=0 V; Vdc3=0 V
-7,-12,-20,0.49524979864109764
-6,-12,-20,0.49451206892813016
-5,-12,-20,0.4938794742696272
-4,-12,-20,0.4933620932210574
-3,-12,-20,0.4929658161623449
-2,-12,-20,0.49267930970226737
-1,-12,-20,0.492514701949237
0,-12,-20,0.4924604682322537
1,-12,-20,0.49251273251377015
2,-12,-20,0.4926781556170951
3,-12,-20,0.49296444312748683
4,-12,-20,0.4933739914861685
5,-12,-20,0.49390314766065985
6,-12,-20,0.49453193726568423
7,-12,-20,0.4952633742089534
8,-12,-20,0.49610494490881235
9,-12,-20,0.4970584971177319
10,-12,-20,0.49812270466435965
11,-12,-20,0.4992975223000513
12,-12,-20,0.5005519292538909
13,-12,-20,0.5019150449519264
14,-12,-20,0.5033694373303722
14.999999999999998,-12,-20,0.5049161339819925
16,-12,-20,0.5065545980498315
17,-12,-20,0.5082893694119051
18,-12,-20,0.5101076956436749
18.999999999999996,-12,-20,0.5120073611438046
20,-12,-20,0.513972197470301
-20,-11,-20,0.514076837368238
-19,-11,-20,0.5121976534097604
-18,-11,-20,0.5103800271418348
-17,-11,-20,0.5086411198012115
-16,-11,-20,0.5069930816076681
-15,-11,-20,0.5054138686835428
-14,-11,-20,0.5039289198403962
-13,-11,-20,0.5025388432821019
-12,-11,-20,0.5012331083073174
-11,-11,-20,0.5000205846067629
-10,-11,-20,0.49890336374043365
-9,-11,-20,0.49789044382161063
-8,-11,-20,0.4969761553230492
-7,-11,-20,0.49617123957569564
-6,-11,-20,0.49546654978297866
-5,-11,-20,0.494857345153686
-4,-11,-20,0.4943609126251299
-3,-11,-20,0.493980121360851
-2,-11,-20,0.4937099041663388
-1,-11,-20,0.493548557524046
0,-11,-20,0.49349108529558383
1,-11,-20,0.4935428811034567
2,-11,-20,0.4937020973308748
3,-11,-20,0.49397837493151764
4,-11,-20,0.49437703006825706
5,-11,-20,0.49488462464072297
6,-11,-20,0.4954869864959814
7,-11,-20,0.49618713189700175
8,-11,-20,0.49699125228691665
9,-11,-20,0.49789844218158885
10,-11,-20,0.49891621754520904
11,-11,-20,0.5000290883745044
12,-11,-20,0.5012327623241659
13,-11,-20,0.5025395210132396
14,-11,-20,0.5039363915872691
14.999999999999998,-11,-20,0.5054187470829845
16,-11,-20,0.5069934068518743
17,-11,-20,0.508652870497397
18,-11,-20,0.5103893866296926
18.999999999999996,-11,-20,0.5122044578843215
20,-11,-20,0.5140890309437528
-20,-10,-20,0.5141310578116268
-19,-10,-20,0.5123272272317826
-18,-10,-20,0.510584949772313
-17,-10,-20,0.5089203624040953
-16,-10,-20,0.5073355739940253
-15,-10,-20,0.5058314195821876
-14,-10,-20,0.5044123524068062
-13,-10,-20,0.5030811827720634
-12,-10,-20,0.5018281639425392
-11,-10,-20,0.5006631596859027
-10,-10,-20,0.49959528293210975
-9,-10,-20,0.49862905810965336
-8,-10,-20,0.49775546036765644
-7,-10,-20,0.4969870061600932
-6,-10,-20,0.49631466152640286
-5,-10,-20,0.4957331930820366
-4,-10,-20,0.4952557751569499
-3,-10,-20,0.49488956521509614
-2,-10,-20,0.49463370402447154
-1,-10,-20,0.49447813223062864
0,-10,-20,0.4944189119617637
1,-10,-20,0.4944667452410098
2,-10,-20,0.4946216320683669
3,-10,-20,0.49488392699836636
4,-10,-20,0.4952715679313591
5,-10,-20,0.4957497184910893
6,-10,-20,0.49632565259658157
7,-10,-20,0.4969993702478363
8,-10,-20,0.4977702091246101
9,-10,-20,0.498630511992074
10,-10,-20,0.499604849194101
11,-10,-20,0.5006700649901509
12,-10,-20,0.5018263857867256
13,-10,-20,0.5030764728593211
14,-10,-20,0.5044187284828908
14.999999999999998,-10,-20,0.5058384064532775
16,-10,-20,0.5073475628478513
17,-10,-20,0.508932687711036
18,-10,-20,0.510596730166877
18.999999999999996,-10,-20,0.5123313732297455
20,-10,-20,0.5141322735211785
-20,-9,-20,0.514115056381198
-19,-9,-20,0.5123865746098096
-18,-9,-20,0.5107210794742801
-17,-9,-20,0.5091270600029116
-16,-9,-20,0.5076056058940066
