C,Ey,Ez,Ex,U3,U4,U2,U5,U1,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1.768196e+00,-2.820532e-04,-8.229706e-07,-5.526826e-06,2.144155e-07,-4.384364e-08,-2.491410e-07,2.548073e-08,5.855161e-05,-8.541350e-07,-5.845817e-10,4.017289e-08,1.098992e-10,1.574515e-09,-2.664345e-11,1.252633e-09,2.280307e-10,-6.871979e-12,-1.560501e-11,-8.269457e-12,-1.246181e-11,-3.676013e-12,2.072058e-10,-7.475612e-12,-8.013718e-09
